5.000000000000000000e+00,2.368225553207402800e+00
1.500000000000000000e+01,1.384648004899489582e+00
2.500000000000000000e+01,6.748169587096363164e-01
3.500000000000000000e+01,5.765956224014952003e-01
4.500000000000000000e+01,4.452801630059916582e-01
5.500000000000000000e+01,2.503073195899808701e-01
6.500000000000000000e+01,2.115536474329193506e-01
7.500000000000000000e+01,1.315680862893001402e-01
8.500000000000000000e+01,1.069146735358496997e-01
9.500000000000000000e+01,7.170349015087494615e-02
1.050000000000000000e+02,5.835681246702829200e-02
1.150000000000000000e+02,4.234905442271302140e-02
1.250000000000000000e+02,1.617014221813656630e-02
1.350000000000000000e+02,1.119979229165189369e-02
1.450000000000000000e+02,6.366197723675814241e-03
1.550000000000000000e+02,2.977737644945138793e-03
1.650000000000000000e+02,1.350405577749414984e-03
